,product_id,product_category,care_label,product_main_category,product_sub_category,updated_care_label,color,component,weight
309,#2860,jacket,"50% modacrylic, 30% cotton, 18% polyester, 2% antistatic, 370 g/m².",jacket,,"50% modacrylic, 30% cotton, 18% polyester, 2% antistatic",,main,370.0
310,#2861,tshirt,"60% modacrylic, 38% cotton, 2% belltron™, 370 g/m².",tshirt,,"60% modacrylic, 38% cotton, 2% belltron",,main,370.0
311,#2862,sweater/hoodie,"60% modacrylic, 38% cotton, 2% belltron™, 370 g/m².",sweater,hoodie,"60% modacrylic, 38% cotton, 2% belltron",,main,370.0
312,#2863,tshirt,"60% modacrylic, 37% cotton, 3% belltron™, 370 g/m².",tshirt,,"60% modacrylic, 37% cotton, 3% belltron",,main,370.0
313,#2864,tshirt,"60% modacrylic, 37% cotton, 3% belltron™, 370 g/m².",tshirt,,"60% modacrylic, 37% cotton, 3% belltron",,main,370.0
314,#2865,sweater/hoodie,"60% modacrylic, 37% cotton, 3% belltron™, 370 g/m².",sweater,hoodie,"60% modacrylic, 37% cotton, 3% belltron",,main,370.0
315,#2867,tshirt,"60% modacrylic, 38% cotton, 2% belltron™, 370 g/m2.",tshirt,,"60% modacrylic, 38% cotton, 2% belltron",,main,370.0
316,#2869,tshirt,"60% cotton, 37% modacrylic fr, 3% belltron™, 370 g/m2.",tshirt,,"60% cotton, 37% modacrylic fr, 3% belltron",,main,370.0
317,#2876,tshirt,"60% modacrylic, 37% cotton, 3% belltron™, 370 g/m².",tshirt,,"60% modacrylic, 37% cotton, 3% belltron",,main,370.0
318,#2877,sweater/hoodie,"col 0400 and 2800: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",sweater,hoodie,"82% cotton, 18% polyester","0400, 2800",main,
319,#2877,sweater/hoodie,"col 0400 and 2800: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",sweater,hoodie,"64% cotton, 36% polyester",4500,main,280.0
320,#2877,sweater/hoodie,"col 0400 and 2800: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",sweater,hoodie,"97% cotton, 3% elastane",4500,rib,380.0
321,#2880,sweater/hoodie,"colour 0400, 0600, 4000 and 9500: 82% cotton, 18% polyester, 280 g/m2.
colour 3400: 64% cotton, 36% polyester, 280 g/m2.
colour 2800: 82% cotton, 18% polyester, 280 g/m2.",sweater,hoodie,"82% cotton, 18% polyester","0400, 0600, 4000, 9500",main,280.0
322,#2880,sweater/hoodie,"colour 0400, 0600, 4000 and 9500: 82% cotton, 18% polyester, 280 g/m2.
colour 3400: 64% cotton, 36% polyester, 280 g/m2.
colour 2800: 82% cotton, 18% polyester, 280 g/m2.",sweater,hoodie,"64% cotton, 36% polyester",3400,main,280.0
323,#2880,sweater/hoodie,"colour 0400, 0600, 4000 and 9500: 82% cotton, 18% polyester, 280 g/m2.
colour 3400: 64% cotton, 36% polyester, 280 g/m2.
colour 2800: 82% cotton, 18% polyester, 280 g/m2.",sweater,hoodie,"82% cotton, 18% polyester",2800,main,280.0
324,#2881,sweater/hoodie,"colour 0400, 0600, 4000 and 9500: 82% cotton, 18% polyester, 280 g/m2.
colour 3400: 64% cotton, 36% polyester, 280 g/m2.
colour 2800: 82% cotton, 18% polyester, 280 g/m2.",sweater,hoodie,"82% cotton, 18% polyester","0400, 0600, 4000, 9500",main,280.0
325,#2881,sweater/hoodie,"colour 0400, 0600, 4000 and 9500: 82% cotton, 18% polyester, 280 g/m2.
colour 3400: 64% cotton, 36% polyester, 280 g/m2.
colour 2800: 82% cotton, 18% polyester, 280 g/m2.",sweater,hoodie,"64% cotton, 36% polyester",3400,main,280.0
326,#2881,sweater/hoodie,"colour 0400, 0600, 4000 and 9500: 82% cotton, 18% polyester, 280 g/m2.
colour 3400: 64% cotton, 36% polyester, 280 g/m2.
colour 2800: 82% cotton, 18% polyester, 280 g/m2.",sweater,hoodie,"82% cotton, 18% polyester",2800,main,280.0
327,#2882,tshirt,"colours 0400, 0600, 4000, 9500: 82% cotton, 18% polyester, 280 g/m2.
colour 3400: 64% cotton, 36% polyester, 280 g/m2.
colour 2800: 82% cotton, 18% polyester, 280 g/m2.",tshirt,,"82% cotton, 18% polyester","0400, 0600, 4000, 9500",main,280.0
328,#2882,tshirt,"colours 0400, 0600, 4000, 9500: 82% cotton, 18% polyester, 280 g/m2.
colour 3400: 64% cotton, 36% polyester, 280 g/m2.
colour 2800: 82% cotton, 18% polyester, 280 g/m2.",tshirt,,"64% cotton, 36% polyester",3400,main,280.0
329,#2882,tshirt,"colours 0400, 0600, 4000, 9500: 82% cotton, 18% polyester, 280 g/m2.
colour 3400: 64% cotton, 36% polyester, 280 g/m2.
colour 2800: 82% cotton, 18% polyester, 280 g/m2.",tshirt,,"82% cotton, 18% polyester",2800,main,280.0
330,#2886,jacket,"colours 0400, 1600, 3900, 9500: 60% cotton, 40% polyester, 400 g/m². colour 2800: 55% cotton, 45% polyester, 400 g/m².",jacket,,"60% cotton, 40% polyester","0400, 1600, 3900, 9500",main,400.0
331,#2886,jacket,"colours 0400, 1600, 3900, 9500: 60% cotton, 40% polyester, 400 g/m². colour 2800: 55% cotton, 45% polyester, 400 g/m².",jacket,,"55% cotton, 45% polyester",2800,main,400.0
332,#2887,jacket,"colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². colour 2804: main: 55% cotton, 45% polyester, 400 g/m². contrast: 60% cotton, 40% polyester, 400 g/m².",jacket,,"60% cotton, 40% polyester","0400, 1604, 3904, 9504",main,400.0
333,#2887,jacket,"colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². colour 2804: main: 55% cotton, 45% polyester, 400 g/m². contrast: 60% cotton, 40% polyester, 400 g/m².",jacket,,"55% cotton, 45% polyester",2804,main,400.0
334,#2887,jacket,"colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². colour 2804: main: 55% cotton, 45% polyester, 400 g/m². contrast: 60% cotton, 40% polyester, 400 g/m².",jacket,,"60% cotton, 40% polyester",2804,contrast,400.0
335,#2888,sweater/hoodie,"colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². colour 2804: main: 55% cotton, 45% polyester, 400 g/m².contrast: 60% cotton, 40% polyester, 400 g/m².",sweater,hoodie,"60% cotton, 40% polyester","0400, 1604, 3904, 9504",main,400.0
336,#2888,sweater/hoodie,"colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². colour 2804: main: 55% cotton, 45% polyester, 400 g/m².contrast: 60% cotton, 40% polyester, 400 g/m².",sweater,hoodie,"55% cotton, 45% polyester",2804,main,400.0
337,#2888,sweater/hoodie,"colour 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². colour 2804: main: 55% cotton, 45% polyester, 400 g/m².contrast: 60% cotton, 40% polyester, 400 g/m².",sweater,hoodie,"60% cotton, 40% polyester",2804,contrast,400.0
338,#2889,sweater/hoodie,"colour: 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². colour 2804: main: 55% cotton, 45% polyester, 400 g/m².contrast: 60% cotton, 40% polyester, 400 g/m².",sweater,hoodie,"60% cotton, 40% polyester","0400, 1604, 3904, 9504",main,400.0
339,#2889,sweater/hoodie,"colour: 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². colour 2804: main: 55% cotton, 45% polyester, 400 g/m².contrast: 60% cotton, 40% polyester, 400 g/m².",sweater,hoodie,"55% cotton, 45% polyester",2804,main,400.0
340,#2889,sweater/hoodie,"colour: 0400, 1604, 3904, 9504: 60% cotton, 40% polyester, 400 g/m². colour 2804: main: 55% cotton, 45% polyester, 400 g/m².contrast: 60% cotton, 40% polyester, 400 g/m².",sweater,hoodie,"60% cotton, 40% polyester",2804,contrast,400.0
341,#2890,sweater/hoodie,"colour 0400, 9500: 60% cotton, 40% polyester, 400 g/m².
colour 2800: 55% cotton, 45% polyester, 400 g/m².",sweater,hoodie,"60% cotton, 40% polyester","0400, 9500",main,400.0
342,#2890,sweater/hoodie,"colour 0400, 9500: 60% cotton, 40% polyester, 400 g/m².
colour 2800: 55% cotton, 45% polyester, 400 g/m².",sweater,hoodie,"55% cotton, 45% polyester",2800,main,400.0
343,#2892,tshirt,"col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",tshirt,,"82% cotton, 18% polyester","0400, 2800, 3100",main,
344,#2892,tshirt,"col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",tshirt,,"64% cotton, 36% polyester",4500,main,280.0
345,#2892,tshirt,"col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",tshirt,,"97% cotton, 3% elastane",4500,rib,380.0
346,#2894,sweater/hoodie,"col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",sweater,hoodie,"82% cotton, 18% polyester","0400, 2800, 3100",main,
347,#2894,sweater/hoodie,"col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",sweater,hoodie,"64% cotton, 36% polyester",4500,main,280.0
348,#2894,sweater/hoodie,"col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",sweater,hoodie,"97% cotton, 3% elastane",4500,rib,380.0
349,#2895,sweater/hoodie,"col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",sweater,hoodie,"82% cotton, 18% polyester","0400, 2800, 3100",main,
350,#2895,sweater/hoodie,"col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",sweater,hoodie,"64% cotton, 36% polyester",4500,main,280.0
351,#2895,sweater/hoodie,"col 0400, 2800 and 3100: 82% cotton, 18% polyester. 
col 4500: 64% cotton, 36% polyester, 280 g/m2.
2x2 rib: 97% cotton, 3% elastane, 380 g/m2.
",sweater,hoodie,"97% cotton, 3% elastane",4500,rib,380.0
352,#2897,sweater/hoodie,"0400 60% cotton, 40% polyester, 400 g/m2.
2800 55% cotton, 45% polyester, 400 g/m2
",sweater,hoodie,"0400 60% cotton, 40% polyester",,main,400.0
353,#2897,sweater/hoodie,"0400 60% cotton, 40% polyester, 400 g/m2.
2800 55% cotton, 45% polyester, 400 g/m2
",sweater,hoodie,"2800 55% cotton, 45% polyester",,main,400.0
354,#2898,tshirt,"main: 80% cotton, 20% polyester, 300 g/m².",tshirt,,"80% cotton, 20% polyester",,main,300.0
355,#2899,sweater/hoodie,"main: 80% cotton, 20% polyester, 300 g/m².",sweater,hoodie,"80% cotton, 20% polyester",,main,300.0
356,#2905,sweater,"main: 100% wool.
reinforcement: 100% polyamide 190 g/m2. ",sweater,,100% wool,,main,
357,#2905,sweater,"main: 100% wool.
reinforcement: 100% polyamide 190 g/m2. ",sweater,,100% polyamide,,reinforcement,190.0
358,#2911,tshirt/tank-top,"91% polyester, 9% elastane 190 g/m2.",tshirt,tank-top,"91% polyester, 9% elastane",,main,190.0
359,#3014,pants/shorts,"main: canvas+, 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% cordura®-polyamide.",pants,shorts,"canvas, 60% cotton, 40% polyester",,main,340.0
360,#3014,pants/shorts,"main: canvas+, 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% cordura®-polyamide.",pants,shorts,100% cordura-polyamide,,reinforcement,
361,#3023,pants/shorts,"main: 65% polyester, 35% cotton, 200 g/m². reinforcement: 100% cordura®-polyamide.",pants,shorts,"65% polyester, 35% cotton",,main,200.0
362,#3023,pants/shorts,"main: 65% polyester, 35% cotton, 200 g/m². reinforcement: 100% cordura®-polyamide.",pants,shorts,100% cordura-polyamide,,reinforcement,
363,#3123,pants/shorts,"main: 65% polyester, 35% cotton, 200 g/m². reinforcement: 100% cordura®-polyamide.",pants,shorts,"65% polyester, 35% cotton",,main,200.0
364,#3123,pants/shorts,"main: 65% polyester, 35% cotton, 200 g/m². reinforcement: 100% cordura®-polyamide.",pants,shorts,100% cordura-polyamide,,reinforcement,
365,#3211,pants,"main: 65% polyester, 35% cotton, 195 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"65% polyester, 35% cotton",,main,195.0
366,#3211,pants,"main: 65% polyester, 35% cotton, 195 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
367,#3212,pants,"main: 52% cotton, 48% polyamide, 240 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"52% cotton, 48% polyamide",,main,240.0
368,#3212,pants,"main: 52% cotton, 48% polyamide, 240 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
369,#3213,pants,"main: 65% polyester, 35% cotton, 200 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"65% polyester, 35% cotton",,main,200.0
370,#3213,pants,"main: 65% polyester, 35% cotton, 200 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
371,#3214,pants,"main: 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"60% cotton, 40% polyester",,main,340.0
372,#3214,pants,"main: 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
373,#3215,pants,"main: 100% cotton, 380 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% cotton,,main,380.0
374,#3215,pants,"main: 100% cotton, 380 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
375,#3223,pants,"main: 65% polyester, 35% cotton, 250 g/m². reinforcement 1: 100% polyamide cordura®, 205 g/m². reinforcement 2: 54% polyester, 24% dupont™ kevlar® aramid, 13% polyamide, 9% polyurethane, 450 g/m².",pants,,"65% polyester, 35% cotton",,main,250.0
376,#3223,pants,"main: 65% polyester, 35% cotton, 250 g/m². reinforcement 1: 100% polyamide cordura®, 205 g/m². reinforcement 2: 54% polyester, 24% dupont™ kevlar® aramid, 13% polyamide, 9% polyurethane, 450 g/m².",pants,,reinforcement 1: 100% polyamide cordura,,main,205.0
377,#3223,pants,"main: 65% polyester, 35% cotton, 250 g/m². reinforcement 1: 100% polyamide cordura®, 205 g/m². reinforcement 2: 54% polyester, 24% dupont™ kevlar® aramid, 13% polyamide, 9% polyurethane, 450 g/m².",pants,,"reinforcement 2: 54% polyester, 24% dupont kevlar aramid, 13% polyamide, 9% polyurethane",,main,450.0
378,#3233,pants,"main: 60% polyester, 40% cotton, 290 g/m². contrast: 53% cotton, 47% polyester 290g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"60% polyester, 40% cotton",,main,290.0
379,#3233,pants,"main: 60% polyester, 40% cotton, 290 g/m². contrast: 53% cotton, 47% polyester 290g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"53% cotton, 47% polyester",,contrast,290.0
380,#3233,pants,"main: 60% polyester, 40% cotton, 290 g/m². contrast: 53% cotton, 47% polyester 290g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
381,#3234,pants,"main: canvas+ 60% cotton, 40% polyester, 340 g/m². contrast: 60% polyester, 40% cotton. 
reinforcement: 100% cordura®-polyamide.",pants,,"canvas 60% cotton, 40% polyester",,main,340.0
382,#3234,pants,"main: canvas+ 60% cotton, 40% polyester, 340 g/m². contrast: 60% polyester, 40% cotton. 
reinforcement: 100% cordura®-polyamide.",pants,,"60% polyester, 40% cotton",,contrast,
383,#3234,pants,"main: canvas+ 60% cotton, 40% polyester, 340 g/m². contrast: 60% polyester, 40% cotton. 
reinforcement: 100% cordura®-polyamide.",pants,,100% cordura-polyamide,,reinforcement,
384,#3235,pants,"main: 100% cotton, 390 g/m². contrast: 60% polyester, 40% cotton, 290 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% cotton,,main,390.0
385,#3235,pants,"main: 100% cotton, 390 g/m². contrast: 60% polyester, 40% cotton, 290 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"60% polyester, 40% cotton",,contrast,290.0
386,#3235,pants,"main: 100% cotton, 390 g/m². contrast: 60% polyester, 40% cotton, 290 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
387,#3311,pants,"main: 65% polyester, 35% cotton, 195 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"65% polyester, 35% cotton",,main,195.0
388,#3311,pants,"main: 65% polyester, 35% cotton, 195 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
389,#3312,pants,"main: 52% cotton, 48% polyamide, 240 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"52% cotton, 48% polyamide",,main,240.0
390,#3312,pants,"main: 52% cotton, 48% polyamide, 240 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
391,#3313,pants,"main: 49% cotton, 51% polyester, 360 g/m2. reinforcement: 100% polyester cordura®, 320 g/m².",pants,,"49% cotton, 51% polyester",,main,360.0
392,#3313,pants,"main: 49% cotton, 51% polyester, 360 g/m2. reinforcement: 100% polyester cordura®, 320 g/m².",pants,,100% polyester cordura,,reinforcement,320.0
393,#3314,pants,"main: 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"60% cotton, 40% polyester",,main,340.0
394,#3314,pants,"main: 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
395,#3333,pants,"main: 60% polyester, 40% cotton, 290 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"60% polyester, 40% cotton",,main,290.0
396,#3333,pants,"main: 60% polyester, 40% cotton, 290 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
397,#3714,pants,"main: 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"60% cotton, 40% polyester",,main,340.0
398,#3714,pants,"main: 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
399,#3833,pants,"main: 60% polyester, 40% cotton, 290 g/m². contrast: 53% cotton, 47% polyester 290 g/m².",pants,,"60% polyester, 40% cotton",,main,290.0
400,#3833,pants,"main: 60% polyester, 40% cotton, 290 g/m². contrast: 53% cotton, 47% polyester 290 g/m².",pants,,"53% cotton, 47% polyester",,contrast,290.0
401,#4230,jacket,"main: 85% polyester, 15% cotton, 270 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",jacket,,"85% polyester, 15% cotton",,main,270.0
402,#4230,jacket,"main: 85% polyester, 15% cotton, 270 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",jacket,,100% polyamide cordura,,reinforcement,205.0
403,#4250,jacket,"main: 69% polyamide, 31% cotton, 250 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",jacket,,"69% polyamide, 31% cotton",,main,250.0
404,#4250,jacket,"main: 69% polyamide, 31% cotton, 250 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",jacket,,100% polyamide cordura,,reinforcement,205.0
405,#4254,jacket,"main: canvas+, 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% cordura®-polyamide 500d and 1000d.",jacket,,"canvas, 60% cotton, 40% polyester",,main,340.0
406,#4254,jacket,"main: canvas+, 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% cordura®-polyamide 500d and 1000d.",jacket,,"100% cordura-polyamide 500d, 1000d",,reinforcement,
407,#4260,jacket,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300 g/m². ",jacket,,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
408,#4310,jacket,"100% durable and comfortable polyester, 130 g/m2",jacket,,"100% durable, comfortable polyester",,main,130.0
409,#4360,jacket,"68% wool, 30% modacrylic fr, 2% belltron, 450 g/m².",jacket,,"68% wool, 30% modacrylic fr, 2% belltron",,main,450.0
410,#4361,jacket,100% polyester fr,jacket,,100% polyester fr,,main,
411,#4373,jacket,"65% polyester, 35% cotton, 260g/m2.",jacket,,"65% polyester, 35% cotton",,main,260.0
412,#4502,jacket,"main: 97% recycled polyamide, 3% pu. lining: 100% recycled polyamide.                        insulation: 100% recycled polyester (60% sorona® polyester, 40% polyester)",jacket,,"97% recycled polyamide, 3% pu",,main,
413,#4502,jacket,"main: 97% recycled polyamide, 3% pu. lining: 100% recycled polyamide.                        insulation: 100% recycled polyester (60% sorona® polyester, 40% polyester)",jacket,,100% recycled polyamide,,lining,
414,#4502,jacket,"main: 97% recycled polyamide, 3% pu. lining: 100% recycled polyamide.                        insulation: 100% recycled polyester (60% sorona® polyester, 40% polyester)",jacket,,"100% recycled polyester (60% sorona polyester, 40% polyester)",,insulation,
415,#4505,jacket,"main: 88% polyester, 12% elastane, 218 g/m2.

",jacket,,"88% polyester, 12% elastane",,main,218.0
416,#4512,jacket,"main: 100% polyamide 67 g/m². reinforcement: 88% cordura® polyamide, 12% elastane, 270 g/m². contrast: 90% polyester, 10% elastane, 220 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 140 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyamide,,main,67.0
417,#4512,jacket,"main: 100% polyamide 67 g/m². reinforcement: 88% cordura® polyamide, 12% elastane, 270 g/m². contrast: 90% polyester, 10% elastane, 220 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 140 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,"88% cordura polyamide, 12% elastane",,reinforcement,270.0
418,#4512,jacket,"main: 100% polyamide 67 g/m². reinforcement: 88% cordura® polyamide, 12% elastane, 270 g/m². contrast: 90% polyester, 10% elastane, 220 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 140 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,"90% polyester, 10% elastane",,contrast,220.0
419,#4512,jacket,"main: 100% polyamide 67 g/m². reinforcement: 88% cordura® polyamide, 12% elastane, 270 g/m². contrast: 90% polyester, 10% elastane, 220 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 140 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,90% polyester 10% elastane,,cuff stretch,253.0
420,#4512,jacket,"main: 100% polyamide 67 g/m². reinforcement: 88% cordura® polyamide, 12% elastane, 270 g/m². contrast: 90% polyester, 10% elastane, 220 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 140 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,"50% 37.5 polyester, 35% repreve recycled polyester, 15% polyester",,insulation,140.0
421,#4512,jacket,"main: 100% polyamide 67 g/m². reinforcement: 88% cordura® polyamide, 12% elastane, 270 g/m². contrast: 90% polyester, 10% elastane, 220 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 140 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyester,,pocket lining,215.0
422,#4548,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,main,175.0
423,#4548,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyamide,,contrast,220.0
424,#4548,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% solution dyed polyamide,,lining,65.0
425,#4548,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,insulation,
426,#4548,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,pocket lining,215.0
427,#4902,jacket,"main: 100% polyamide, 67 g/m². 
contrast: 64% solution- dyed polyester, 30% viscose, 6% elastane, 380 g/m². 
insulation: 90% repreve® recycled polyester, 10 % recycled polyester, 120 g/m². 
pocket lining: 100% recycled polyester, 69 g/m².
",jacket,,100% polyamide,,main,67.0
428,#4902,jacket,"main: 100% polyamide, 67 g/m². 
contrast: 64% solution- dyed polyester, 30% viscose, 6% elastane, 380 g/m². 
insulation: 90% repreve® recycled polyester, 10 % recycled polyester, 120 g/m². 
pocket lining: 100% recycled polyester, 69 g/m².
",jacket,,"64% solution- dyed polyester, 30% viscose, 6% elastane",,contrast,380.0
429,#4902,jacket,"main: 100% polyamide, 67 g/m². 
contrast: 64% solution- dyed polyester, 30% viscose, 6% elastane, 380 g/m². 
insulation: 90% repreve® recycled polyester, 10 % recycled polyester, 120 g/m². 
pocket lining: 100% recycled polyester, 69 g/m².
",jacket,,"90% repreve recycled polyester, 10 % recycled polyester",,insulation,120.0
430,#4902,jacket,"main: 100% polyamide, 67 g/m². 
contrast: 64% solution- dyed polyester, 30% viscose, 6% elastane, 380 g/m². 
insulation: 90% repreve® recycled polyester, 10 % recycled polyester, 120 g/m². 
pocket lining: 100% recycled polyester, 69 g/m².
",jacket,,100% recycled polyester,,pocket lining,69.0
431,#6051,pants,"main: 47% cotton, 53% polyester, 237 g/m2. contrast: 91.5% polyamide, 8.5% elastane, 250 g/m2. reinforcement: 100% polyester, 250 g/m2.
colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"47% cotton, 53% polyester",,main,237.0
